date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,80,76,84
04-14-2020,84,100,95,105
04-15-2020,81,24,22,25
04-16-2020,84,98,93,102
04-17-2020,87,160,152,168
04-18-2020,80,18,17,18
04-19-2020,88,180,171,189
04-20-2020,82,44,41,46
04-21-2020,82,48,45,50
04-22-2020,88,182,172,191
04-23-2020,87,168,159,176
04-24-2020,93,300,285,315
04-25-2020,90,224,212,235
04-26-2020,91,238,226,249
04-13-2020,80,16,15,16
04-14-2020,81,42,39,44
04-15-2020,83,72,68,75
04-16-2020,82,60,57,63
04-17-2020,82,48,45,50
04-18-2020,83,84,79,88
04-19-2020,85,112,106,117
04-20-2020,82,54,51,56
04-21-2020,85,120,114,126
04-22-2020,83,66,62,69
04-23-2020,84,96,91,100
04-24-2020,92,260,247,273
04-25-2020,91,252,239,264
04-26-2020,86,150,142,157
