date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,24,22,25
04-14-2020,90,70,66,73
04-15-2020,98,120,114,126
04-16-2020,92,84,79,88
04-17-2020,94,96,91,100
04-18-2020,107,180,171,189
04-19-2020,104,160,152,168
04-20-2020,110,198,188,207
04-21-2020,109,192,182,201
04-22-2020,115,234,222,245
04-23-2020,101,140,133,147
04-24-2020,116,240,228,252
04-25-2020,94,96,91,100
04-26-2020,131,340,323,357
04-13-2020,81,12,11,12
04-14-2020,85,36,34,37
04-15-2020,89,64,60,67
04-16-2020,92,80,76,84
04-17-2020,83,24,22,25
04-18-2020,88,56,53,58
04-19-2020,89,64,60,67
04-20-2020,104,162,153,170
04-21-2020,110,200,190,210
04-22-2020,110,198,188,207
04-23-2020,109,192,182,201
04-24-2020,99,130,123,136
04-25-2020,97,112,106,117
04-26-2020,98,120,114,126
