date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,32,30,33
04-14-2020,81,100,95,105
04-15-2020,81,72,68,75
04-16-2020,80,28,26,29
04-17-2020,81,96,91,100
04-18-2020,80,18,17,18
04-19-2020,80,20,19,21
04-20-2020,80,44,41,46
04-21-2020,80,24,22,25
04-22-2020,84,208,197,218
04-23-2020,83,196,186,205
04-24-2020,80,30,28,31
04-25-2020,82,128,121,134
04-26-2020,84,238,226,249
04-13-2020,80,24,22,25
04-14-2020,81,54,51,56
04-15-2020,80,24,22,25
04-16-2020,80,50,47,52
04-17-2020,81,72,68,75
04-18-2020,80,28,26,29
04-19-2020,82,112,106,117
04-20-2020,81,54,51,56
04-21-2020,81,80,76,84
04-22-2020,81,88,83,92
04-23-2020,84,240,228,252
04-24-2020,81,52,49,54
04-25-2020,81,84,79,88
04-26-2020,81,90,85,94
