date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,8,7,8
04-14-2020,80,20,19,21
04-15-2020,83,96,91,100
04-16-2020,82,84,79,88
04-17-2020,81,48,45,50
04-18-2020,86,180,171,189
04-19-2020,82,80,76,84
04-20-2020,87,198,188,207
04-21-2020,82,72,68,75
04-22-2020,89,260,247,273
04-23-2020,88,252,239,264
04-24-2020,90,300,285,315
04-25-2020,85,160,152,168
04-26-2020,81,34,32,35
04-13-2020,80,28,26,29
04-14-2020,82,60,57,63
04-15-2020,82,80,76,84
04-16-2020,80,10,9,10
04-17-2020,82,60,57,63
04-18-2020,80,28,26,29
04-19-2020,85,160,152,168
04-20-2020,82,72,68,75
04-21-2020,83,100,95,105
04-22-2020,80,22,20,23
04-23-2020,86,192,182,201
04-24-2020,80,26,24,27
04-25-2020,89,280,266,294
04-26-2020,82,60,57,63
