date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,8,7,8
04-14-2020,89,90,85,94
04-15-2020,84,48,45,50
04-16-2020,82,28,26,29
04-17-2020,86,64,60,67
04-18-2020,83,36,34,37
04-19-2020,90,100,95,105
04-20-2020,95,154,146,161
04-21-2020,99,192,182,201
04-22-2020,98,182,172,191
04-23-2020,94,140,133,147
04-24-2020,83,30,28,31
04-25-2020,96,160,152,168
04-26-2020,90,102,96,107
04-13-2020,84,40,38,42
04-14-2020,80,6,5,6
04-15-2020,81,16,15,16
04-16-2020,86,60,57,63
04-17-2020,87,72,68,75
04-18-2020,82,28,26,29
04-19-2020,93,128,121,134
04-20-2020,92,126,119,132
04-21-2020,88,80,76,84
04-22-2020,97,176,167,184
04-23-2020,102,216,205,226
04-24-2020,85,52,49,54
04-25-2020,82,28,26,29
04-26-2020,95,150,142,157
