date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,8,7,8
04-14-2020,80,20,19,21
04-15-2020,81,84,79,88
04-16-2020,81,98,93,102
04-17-2020,82,128,121,134
04-18-2020,82,126,119,132
04-19-2020,83,160,152,168
04-20-2020,83,198,188,207
04-21-2020,82,120,114,126
04-22-2020,81,52,49,54
04-23-2020,85,280,266,294
04-24-2020,81,60,57,63
04-25-2020,85,288,273,302
04-26-2020,82,136,129,142
04-13-2020,80,20,19,21
04-14-2020,80,24,22,25
04-15-2020,80,48,45,50
04-16-2020,81,100,95,105
04-17-2020,80,24,22,25
04-18-2020,82,112,106,117
04-19-2020,83,160,152,168
04-20-2020,81,54,51,56
04-21-2020,81,60,57,63
04-22-2020,81,66,62,69
04-23-2020,81,72,68,75
04-24-2020,83,182,172,191
04-25-2020,81,84,79,88
04-26-2020,81,60,57,63
