date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,40,38,42
04-14-2020,81,30,28,31
04-15-2020,84,108,102,113
04-16-2020,83,70,66,73
04-17-2020,80,16,15,16
04-18-2020,84,108,102,113
04-19-2020,84,100,95,105
04-20-2020,81,44,41,46
04-21-2020,82,48,45,50
04-22-2020,83,78,74,81
04-23-2020,87,168,159,176
04-24-2020,86,150,142,157
04-25-2020,92,288,273,302
04-26-2020,94,340,323,357
04-13-2020,81,24,22,25
04-14-2020,81,24,22,25
04-15-2020,82,64,60,67
04-16-2020,83,80,76,84
04-17-2020,80,12,11,12
04-18-2020,86,140,133,147
04-19-2020,87,160,152,168
04-20-2020,83,90,85,94
04-21-2020,85,120,114,126
04-22-2020,87,176,167,184
04-23-2020,81,24,22,25
04-24-2020,85,130,123,136
04-25-2020,82,56,53,58
04-26-2020,90,240,228,252
