date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,16,15,16
04-14-2020,80,20,19,21
04-15-2020,80,36,34,37
04-16-2020,80,98,93,102
04-17-2020,80,160,152,168
04-18-2020,80,72,68,75
04-19-2020,80,60,57,63
04-20-2020,80,220,209,231
04-21-2020,80,48,45,50
04-22-2020,80,130,123,136
04-23-2020,80,28,26,29
04-24-2020,80,150,142,157
04-25-2020,80,32,30,33
04-26-2020,80,238,226,249
04-13-2020,80,20,19,21
04-14-2020,80,36,34,37
04-15-2020,80,24,22,25
04-16-2020,80,20,19,21
04-17-2020,80,120,114,126
04-18-2020,80,112,106,117
04-19-2020,80,48,45,50
04-20-2020,80,108,102,113
04-21-2020,80,20,19,21
04-22-2020,80,22,20,23
04-23-2020,80,96,91,100
04-24-2020,80,156,148,163
04-25-2020,80,56,53,58
04-26-2020,80,120,114,126
