date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,48,45,50
04-14-2020,84,60,57,63
04-15-2020,81,24,22,25
04-16-2020,91,140,133,147
04-17-2020,86,80,76,84
04-18-2020,90,126,119,132
04-19-2020,86,80,76,84
04-20-2020,85,66,62,69
04-21-2020,89,120,114,126
04-22-2020,101,260,247,273
04-23-2020,89,112,106,117
04-24-2020,102,270,256,283
04-25-2020,98,224,212,235
04-26-2020,108,340,323,357
04-13-2020,83,40,38,42
04-14-2020,84,60,57,63
04-15-2020,86,80,76,84
04-16-2020,87,90,85,94
04-17-2020,88,108,102,113
04-18-2020,90,126,119,132
04-19-2020,81,16,15,16
04-20-2020,93,162,153,170
04-21-2020,88,100,95,105
04-22-2020,98,220,209,231
04-23-2020,97,216,205,226
04-24-2020,90,130,123,136
04-25-2020,98,224,212,235
04-26-2020,84,60,57,63
