date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,24,22,25
04-14-2020,91,100,95,105
04-15-2020,93,120,114,126
04-16-2020,93,126,119,132
04-17-2020,81,16,15,16
04-18-2020,81,18,17,18
04-19-2020,99,180,171,189
04-20-2020,94,132,125,138
04-21-2020,93,120,114,126
04-22-2020,108,260,247,273
04-23-2020,92,112,106,117
04-24-2020,86,60,57,63
04-25-2020,104,224,212,235
04-26-2020,87,68,64,71
04-13-2020,83,28,26,29
04-14-2020,80,6,5,6
04-15-2020,80,8,7,8
04-16-2020,82,20,19,21
04-17-2020,91,108,102,113
04-18-2020,81,14,13,14
04-19-2020,94,128,121,134
04-20-2020,97,162,153,170
04-21-2020,84,40,38,42
04-22-2020,101,198,188,207
04-23-2020,90,96,91,100
04-24-2020,108,260,247,273
04-25-2020,86,56,53,58
04-26-2020,103,210,199,220
