date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,90,80,76,84
04-14-2020,92,100,95,105
04-15-2020,92,96,91,100
04-16-2020,85,42,39,44
04-17-2020,92,96,91,100
04-18-2020,95,126,119,132
04-19-2020,95,120,114,126
04-20-2020,96,132,125,138
04-21-2020,86,48,45,50
04-22-2020,99,156,148,163
04-23-2020,83,28,26,29
04-24-2020,83,30,28,31
04-25-2020,100,160,152,168
04-26-2020,92,102,96,107
04-13-2020,82,16,15,16
04-14-2020,81,12,11,12
04-15-2020,85,40,38,42
04-16-2020,86,50,47,52
04-17-2020,89,72,68,75
04-18-2020,95,126,119,132
04-19-2020,92,96,91,100
04-20-2020,84,36,34,37
04-21-2020,97,140,133,147
04-22-2020,82,22,20,23
04-23-2020,98,144,136,151
04-24-2020,93,104,98,109
04-25-2020,101,168,159,176
04-26-2020,114,270,256,283
