date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,85,80,76,84
04-14-2020,82,40,38,42
04-15-2020,80,12,11,12
04-16-2020,83,42,39,44
04-17-2020,84,64,60,67
04-18-2020,84,54,51,56
04-19-2020,88,120,114,126
04-20-2020,96,220,209,231
04-21-2020,83,48,45,50
04-22-2020,97,234,222,245
04-23-2020,98,252,239,264
04-24-2020,88,120,114,126
04-25-2020,98,256,243,268
04-26-2020,100,272,258,285
04-13-2020,81,20,19,21
04-14-2020,83,42,39,44
04-15-2020,85,80,76,84
04-16-2020,82,40,38,42
04-17-2020,88,108,102,113
04-18-2020,88,112,106,117
04-19-2020,89,128,121,134
04-20-2020,88,108,102,113
04-21-2020,84,60,57,63
04-22-2020,84,66,62,69
04-23-2020,97,240,228,252
04-24-2020,97,234,222,245
04-25-2020,92,168,159,176
04-26-2020,93,180,171,189
