date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,16,15,16
04-14-2020,81,60,57,63
04-15-2020,81,84,79,88
04-16-2020,81,70,66,73
04-17-2020,81,112,106,117
04-18-2020,80,54,51,56
04-19-2020,82,120,114,126
04-20-2020,81,110,104,115
04-21-2020,81,96,91,100
04-22-2020,80,52,49,54
04-23-2020,83,224,212,235
04-24-2020,82,150,142,157
04-25-2020,82,128,121,134
04-26-2020,81,68,64,71
04-13-2020,80,32,30,33
04-14-2020,80,18,17,18
04-15-2020,80,24,22,25
04-16-2020,80,40,38,42
04-17-2020,80,24,22,25
04-18-2020,81,98,93,102
04-19-2020,82,144,136,151
04-20-2020,81,72,68,75
04-21-2020,81,80,76,84
04-22-2020,83,198,188,207
04-23-2020,82,120,114,126
04-24-2020,83,208,197,218
04-25-2020,80,28,26,29
04-26-2020,82,150,142,157
