date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,24,22,25
04-14-2020,81,20,19,21
04-15-2020,84,72,68,75
04-16-2020,87,126,119,132
04-17-2020,86,112,106,117
04-18-2020,87,126,119,132
04-19-2020,92,200,190,210
04-20-2020,85,88,83,92
04-21-2020,82,48,45,50
04-22-2020,86,104,98,109
04-23-2020,92,196,186,205
04-24-2020,83,60,57,63
04-25-2020,97,288,273,302
04-26-2020,94,238,226,249
04-13-2020,81,28,26,29
04-14-2020,82,42,39,44
04-15-2020,84,72,68,75
04-16-2020,83,50,47,52
04-17-2020,85,84,79,88
04-18-2020,80,14,13,14
04-19-2020,81,32,30,33
04-20-2020,90,162,153,170
04-21-2020,87,120,114,126
04-22-2020,81,22,20,23
04-23-2020,93,216,205,226
04-24-2020,89,156,148,163
04-25-2020,81,28,26,29
04-26-2020,96,270,256,283
