date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,40,38,42
04-14-2020,82,60,57,63
04-15-2020,80,24,22,25
04-16-2020,81,28,26,29
04-17-2020,83,80,76,84
04-18-2020,86,180,171,189
04-19-2020,86,180,171,189
04-20-2020,82,66,62,69
04-21-2020,81,48,45,50
04-22-2020,84,130,123,136
04-23-2020,88,224,212,235
04-24-2020,82,60,57,63
04-25-2020,87,192,182,201
04-26-2020,85,136,129,142
04-13-2020,80,16,15,16
04-14-2020,80,24,22,25
04-15-2020,80,16,15,16
04-16-2020,83,100,95,105
04-17-2020,80,24,22,25
04-18-2020,83,84,79,88
04-19-2020,84,112,106,117
04-20-2020,84,126,119,132
04-21-2020,80,20,19,21
04-22-2020,82,66,62,69
04-23-2020,81,48,45,50
04-24-2020,85,156,148,163
04-25-2020,84,112,106,117
04-26-2020,90,270,256,283
