date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,91,64,60,67
04-14-2020,83,20,19,21
04-15-2020,82,12,11,12
04-16-2020,101,126,119,132
04-17-2020,82,16,15,16
04-18-2020,111,180,171,189
04-19-2020,86,40,38,42
04-20-2020,106,154,146,161
04-21-2020,100,120,114,126
04-22-2020,102,130,123,136
04-23-2020,94,84,79,88
04-24-2020,105,150,142,157
04-25-2020,85,32,30,33
04-26-2020,85,34,32,35
04-13-2020,82,16,15,16
04-14-2020,86,36,34,37
04-15-2020,86,40,38,42
04-16-2020,90,60,57,63
04-17-2020,96,96,91,100
04-18-2020,92,70,66,73
04-19-2020,91,64,60,67
04-20-2020,98,108,102,113
04-21-2020,100,120,114,126
04-22-2020,110,176,167,184
04-23-2020,96,96,91,100
04-24-2020,106,156,148,163
04-25-2020,104,140,133,147
04-26-2020,121,240,228,252
