date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,56,53,58
04-14-2020,80,10,9,10
04-15-2020,80,12,11,12
04-16-2020,80,14,13,14
04-17-2020,84,96,91,100
04-18-2020,86,144,136,151
04-19-2020,85,120,114,126
04-20-2020,84,110,104,115
04-21-2020,81,24,22,25
04-22-2020,89,208,197,218
04-23-2020,90,224,212,235
04-24-2020,81,30,28,31
04-25-2020,90,224,212,235
04-26-2020,81,34,32,35
04-13-2020,80,4,3,4
04-14-2020,80,6,5,6
04-15-2020,80,8,7,8
04-16-2020,84,100,95,105
04-17-2020,85,120,114,126
04-18-2020,86,140,133,147
04-19-2020,82,48,45,50
04-20-2020,81,36,34,37
04-21-2020,88,200,190,210
04-22-2020,80,22,20,23
04-23-2020,90,240,228,252
04-24-2020,85,130,123,136
04-25-2020,86,140,133,147
04-26-2020,89,210,199,220
