date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,32,30,33
04-14-2020,81,70,66,73
04-15-2020,80,12,11,12
04-16-2020,80,28,26,29
04-17-2020,81,80,76,84
04-18-2020,83,162,153,170
04-19-2020,81,80,76,84
04-20-2020,81,66,62,69
04-21-2020,82,96,91,100
04-22-2020,81,78,74,81
04-23-2020,81,84,79,88
04-24-2020,82,120,114,126
04-25-2020,86,288,273,302
04-26-2020,83,170,161,178
04-13-2020,80,28,26,29
04-14-2020,81,48,45,50
04-15-2020,81,80,76,84
04-16-2020,81,70,66,73
04-17-2020,80,24,22,25
04-18-2020,81,56,53,58
04-19-2020,83,160,152,168
04-20-2020,81,90,85,94
04-21-2020,82,120,114,126
04-22-2020,82,110,104,115
04-23-2020,84,216,205,226
04-24-2020,82,130,123,136
04-25-2020,85,252,239,264
04-26-2020,80,30,28,31
