date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,24,22,25
04-14-2020,87,70,66,73
04-15-2020,85,48,45,50
04-16-2020,89,84,79,88
04-17-2020,97,160,152,168
04-18-2020,91,108,102,113
04-19-2020,91,100,95,105
04-20-2020,82,22,20,23
04-21-2020,98,168,159,176
04-22-2020,94,130,123,136
04-23-2020,95,140,133,147
04-24-2020,93,120,114,126
04-25-2020,101,192,182,201
04-26-2020,83,34,32,35
04-13-2020,82,24,22,25
04-14-2020,85,48,45,50
04-15-2020,80,8,7,8
04-16-2020,81,10,9,10
04-17-2020,86,60,57,63
04-18-2020,92,112,106,117
04-19-2020,83,32,30,33
04-20-2020,97,162,153,170
04-21-2020,86,60,57,63
04-22-2020,92,110,104,115
04-23-2020,103,216,205,226
04-24-2020,97,156,148,163
04-25-2020,98,168,159,176
04-26-2020,83,30,28,31
