date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,90,72,68,75
04-14-2020,82,20,19,21
04-15-2020,85,36,34,37
04-16-2020,91,84,79,88
04-17-2020,95,112,106,117
04-18-2020,92,90,85,94
04-19-2020,108,200,190,210
04-20-2020,108,198,188,207
04-21-2020,96,120,114,126
04-22-2020,102,156,148,163
04-23-2020,99,140,133,147
04-24-2020,113,240,228,252
04-25-2020,116,256,243,268
04-26-2020,99,136,129,142
04-13-2020,82,20,19,21
04-14-2020,85,36,34,37
04-15-2020,87,56,53,58
04-16-2020,88,60,57,63
04-17-2020,83,24,22,25
04-18-2020,95,112,106,117
04-19-2020,82,16,15,16
04-20-2020,97,126,119,132
04-21-2020,88,60,57,63
04-22-2020,104,176,167,184
04-23-2020,107,192,182,201
04-24-2020,87,52,49,54
04-25-2020,115,252,239,264
04-26-2020,118,270,256,283
