date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,32,30,33
04-14-2020,81,80,76,84
04-15-2020,81,108,102,113
04-16-2020,80,14,13,14
04-17-2020,80,32,30,33
04-18-2020,80,72,68,75
04-19-2020,81,140,133,147
04-20-2020,82,220,209,231
04-21-2020,82,192,182,201
04-22-2020,81,130,123,136
04-23-2020,82,224,212,235
04-24-2020,80,30,28,31
04-25-2020,81,96,91,100
04-26-2020,83,272,258,285
04-13-2020,80,32,30,33
04-14-2020,80,24,22,25
04-15-2020,80,64,60,67
04-16-2020,80,30,28,31
04-17-2020,81,120,114,126
04-18-2020,80,70,66,73
04-19-2020,80,32,30,33
04-20-2020,81,108,102,113
04-21-2020,81,80,76,84
04-22-2020,80,66,62,69
04-23-2020,82,168,159,176
04-24-2020,82,208,197,218
04-25-2020,80,56,53,58
04-26-2020,83,300,285,315
