date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,72,68,75
04-14-2020,81,60,57,63
04-15-2020,80,24,22,25
04-16-2020,80,14,13,14
04-17-2020,82,96,91,100
04-18-2020,80,36,34,37
04-19-2020,84,200,190,210
04-20-2020,80,44,41,46
04-21-2020,81,72,68,75
04-22-2020,82,130,123,136
04-23-2020,84,196,186,205
04-24-2020,83,150,142,157
04-25-2020,80,32,30,33
04-26-2020,83,170,161,178
04-13-2020,80,20,19,21
04-14-2020,81,48,45,50
04-15-2020,81,48,45,50
04-16-2020,81,50,47,52
04-17-2020,82,96,91,100
04-18-2020,80,42,39,44
04-19-2020,81,80,76,84
04-20-2020,83,162,153,170
04-21-2020,81,80,76,84
04-22-2020,82,110,104,115
04-23-2020,84,192,182,201
04-24-2020,84,208,197,218
04-25-2020,82,140,133,147
04-26-2020,81,60,57,63
