date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,64,60,67
04-14-2020,80,30,28,31
04-15-2020,80,72,68,75
04-16-2020,80,84,79,88
04-17-2020,80,32,30,33
04-18-2020,81,144,136,151
04-19-2020,81,100,95,105
04-20-2020,82,220,209,231
04-21-2020,82,216,205,226
04-22-2020,83,260,247,273
04-23-2020,80,84,79,88
04-24-2020,82,180,171,189
04-25-2020,80,64,60,67
04-26-2020,81,170,161,178
04-13-2020,80,16,15,16
04-14-2020,80,60,57,63
04-15-2020,80,56,53,58
04-16-2020,80,40,38,42
04-17-2020,80,24,22,25
04-18-2020,81,126,119,132
04-19-2020,81,160,152,168
04-20-2020,81,162,153,170
04-21-2020,81,160,152,168
04-22-2020,80,22,20,23
04-23-2020,81,168,159,176
04-24-2020,81,130,123,136
04-25-2020,80,56,53,58
04-26-2020,82,240,228,252
