date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,87,56,53,58
04-14-2020,91,90,85,94
04-15-2020,95,120,114,126
04-16-2020,92,98,93,102
04-17-2020,92,96,91,100
04-18-2020,89,72,68,75
04-19-2020,90,80,76,84
04-20-2020,99,154,146,161
04-21-2020,92,96,91,100
04-22-2020,86,52,49,54
04-23-2020,115,280,266,294
04-24-2020,91,90,85,94
04-25-2020,116,288,273,302
04-26-2020,118,306,290,321
04-13-2020,84,36,34,37
04-14-2020,81,12,11,12
04-15-2020,83,24,22,25
04-16-2020,92,100,95,105
04-17-2020,81,12,11,12
04-18-2020,88,70,66,73
04-19-2020,96,128,121,134
04-20-2020,100,162,153,170
04-21-2020,105,200,190,210
04-22-2020,105,198,188,207
04-23-2020,83,24,22,25
04-24-2020,99,156,148,163
04-25-2020,94,112,106,117
04-26-2020,98,150,142,157
