date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,84,72,68,75
04-14-2020,86,100,95,105
04-15-2020,87,120,114,126
04-16-2020,83,56,53,58
04-17-2020,89,144,136,151
04-18-2020,85,90,85,94
04-19-2020,81,20,19,21
04-20-2020,93,198,188,207
04-21-2020,91,168,159,176
04-22-2020,97,260,247,273
04-23-2020,85,84,79,88
04-24-2020,89,150,142,157
04-25-2020,82,32,30,33
04-26-2020,93,204,193,214
04-13-2020,82,32,30,33
04-14-2020,83,48,45,50
04-15-2020,84,64,60,67
04-16-2020,82,40,38,42
04-17-2020,87,108,102,113
04-18-2020,82,42,39,44
04-19-2020,89,144,136,151
04-20-2020,91,180,171,189
04-21-2020,90,160,152,168
04-22-2020,94,220,209,231
04-23-2020,91,168,159,176
04-24-2020,93,208,197,218
04-25-2020,98,280,266,294
04-26-2020,97,270,256,283
