date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,86,64,60,67
04-14-2020,83,30,28,31
04-15-2020,91,108,102,113
04-16-2020,88,84,79,88
04-17-2020,93,128,121,134
04-18-2020,97,162,153,170
04-19-2020,99,180,171,189
04-20-2020,98,176,167,184
04-21-2020,87,72,68,75
04-22-2020,85,52,49,54
04-23-2020,106,252,239,264
04-24-2020,96,150,142,157
04-25-2020,114,320,304,336
04-26-2020,87,68,64,71
04-13-2020,82,24,22,25
04-14-2020,86,60,57,63
04-15-2020,81,16,15,16
04-16-2020,82,20,19,21
04-17-2020,83,36,34,37
04-18-2020,87,70,66,73
04-19-2020,85,48,45,50
04-20-2020,89,90,85,94
04-21-2020,88,80,76,84
04-22-2020,96,154,146,161
04-23-2020,82,24,22,25
04-24-2020,99,182,172,191
04-25-2020,91,112,106,117
04-26-2020,89,90,85,94
