date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,90,80,76,84
04-14-2020,81,10,9,10
04-15-2020,84,36,34,37
04-16-2020,83,28,26,29
04-17-2020,84,32,30,33
04-18-2020,82,18,17,18
04-19-2020,87,60,57,63
04-20-2020,102,176,167,184
04-21-2020,92,96,91,100
04-22-2020,110,234,222,245
04-23-2020,90,84,79,88
04-24-2020,91,90,85,94
04-25-2020,117,288,273,302
04-26-2020,110,238,226,249
04-13-2020,85,40,38,42
04-14-2020,84,36,34,37
04-15-2020,82,16,15,16
04-16-2020,82,20,19,21
04-17-2020,92,96,91,100
04-18-2020,81,14,13,14
04-19-2020,88,64,60,67
04-20-2020,89,72,68,75
04-21-2020,90,80,76,84
04-22-2020,82,22,20,23
04-23-2020,110,240,228,252
04-24-2020,106,208,197,218
04-25-2020,105,196,186,205
04-26-2020,110,240,228,252
