date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,87,56,53,58
04-14-2020,83,30,28,31
04-15-2020,83,24,22,25
04-16-2020,98,140,133,147
04-17-2020,94,112,106,117
04-18-2020,103,180,171,189
04-19-2020,90,80,76,84
04-20-2020,91,88,83,92
04-21-2020,101,168,159,176
04-22-2020,93,104,98,109
04-23-2020,98,140,133,147
04-24-2020,95,120,114,126
04-25-2020,109,224,212,235
04-26-2020,115,272,258,285
04-13-2020,83,28,26,29
04-14-2020,86,48,45,50
04-15-2020,82,16,15,16
04-16-2020,93,100,95,105
04-17-2020,90,84,79,88
04-18-2020,94,112,106,117
04-19-2020,92,96,91,100
04-20-2020,103,180,171,189
04-21-2020,93,100,95,105
04-22-2020,91,88,83,92
04-23-2020,86,48,45,50
04-24-2020,83,26,24,27
04-25-2020,83,28,26,29
04-26-2020,91,90,85,94
