date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,8,7,8
04-14-2020,84,50,47,52
04-15-2020,87,84,79,88
04-16-2020,90,112,106,117
04-17-2020,84,48,45,50
04-18-2020,85,54,51,56
04-19-2020,95,160,152,168
04-20-2020,94,154,146,161
04-21-2020,100,216,205,226
04-22-2020,97,182,172,191
04-23-2020,85,56,53,58
04-24-2020,97,180,171,189
04-25-2020,83,32,30,33
04-26-2020,96,170,161,178
04-13-2020,80,4,3,4
04-14-2020,81,18,17,18
04-15-2020,83,40,38,42
04-16-2020,85,60,57,63
04-17-2020,85,60,57,63
04-18-2020,82,28,26,29
04-19-2020,93,144,136,151
04-20-2020,91,126,119,132
04-21-2020,97,180,171,189
04-22-2020,98,198,188,207
04-23-2020,100,216,205,226
04-24-2020,104,260,247,273
04-25-2020,87,84,79,88
04-26-2020,88,90,85,94
