date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,8,7,8
04-14-2020,84,50,47,52
04-15-2020,81,12,11,12
04-16-2020,87,84,79,88
04-17-2020,85,64,60,67
04-18-2020,90,126,119,132
04-19-2020,90,120,114,126
04-20-2020,98,220,209,231
04-21-2020,94,168,159,176
04-22-2020,86,78,74,81
04-23-2020,87,84,79,88
04-24-2020,87,90,85,94
04-25-2020,93,160,152,168
04-26-2020,102,272,258,285
04-13-2020,82,28,26,29
04-14-2020,82,30,28,31
04-15-2020,82,32,30,33
04-16-2020,88,100,95,105
04-17-2020,88,96,91,100
04-18-2020,87,84,79,88
04-19-2020,86,80,76,84
04-20-2020,86,72,68,75
04-21-2020,88,100,95,105
04-22-2020,96,198,188,207
04-23-2020,98,216,205,226
04-24-2020,82,26,24,27
04-25-2020,84,56,53,58
04-26-2020,85,60,57,63
