date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,48,45,50
04-14-2020,84,70,66,73
04-15-2020,85,96,91,100
04-16-2020,83,56,53,58
04-17-2020,89,160,152,168
04-18-2020,88,144,136,151
04-19-2020,84,80,76,84
04-20-2020,82,44,41,46
04-21-2020,85,96,91,100
04-22-2020,92,208,197,218
04-23-2020,91,196,186,205
04-24-2020,85,90,85,94
04-25-2020,97,288,273,302
04-26-2020,92,204,193,214
04-13-2020,82,36,34,37
04-14-2020,83,60,57,63
04-15-2020,84,80,76,84
04-16-2020,84,80,76,84
04-17-2020,84,72,68,75
04-18-2020,88,140,133,147
04-19-2020,87,128,121,134
04-20-2020,82,36,34,37
04-21-2020,81,20,19,21
04-22-2020,92,198,188,207
04-23-2020,85,96,91,100
04-24-2020,86,104,98,109
04-25-2020,86,112,106,117
04-26-2020,96,270,256,283
