date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,88,56,53,58
04-14-2020,87,50,47,52
04-15-2020,83,24,22,25
04-16-2020,84,28,26,29
04-17-2020,86,48,45,50
04-18-2020,95,108,102,113
04-19-2020,85,40,38,42
04-20-2020,92,88,83,92
04-21-2020,97,120,114,126
04-22-2020,87,52,49,54
04-23-2020,112,224,212,235
04-24-2020,123,300,285,315
04-25-2020,84,32,30,33
04-26-2020,119,272,258,285
04-13-2020,81,12,11,12
04-14-2020,80,6,5,6
04-15-2020,82,16,15,16
04-16-2020,82,20,19,21
04-17-2020,85,36,34,37
04-18-2020,90,70,66,73
04-19-2020,86,48,45,50
04-20-2020,106,180,171,189
04-21-2020,88,60,57,63
04-22-2020,86,44,41,46
04-23-2020,111,216,205,226
04-24-2020,102,156,148,163
04-25-2020,108,196,186,205
04-26-2020,97,120,114,126
