date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,91,80,76,84
04-14-2020,87,50,47,52
04-15-2020,94,96,91,100
04-16-2020,88,56,53,58
04-17-2020,87,48,45,50
04-18-2020,85,36,34,37
04-19-2020,85,40,38,42
04-20-2020,99,132,125,138
04-21-2020,83,24,22,25
04-22-2020,99,130,123,136
04-23-2020,121,280,266,294
04-24-2020,93,90,85,94
04-25-2020,84,32,30,33
04-26-2020,95,102,96,107
04-13-2020,85,40,38,42
04-14-2020,82,18,17,18
04-15-2020,81,8,7,8
04-16-2020,91,80,76,84
04-17-2020,85,36,34,37
04-18-2020,88,56,53,58
04-19-2020,91,80,76,84
04-20-2020,98,126,119,132
04-21-2020,94,100,95,105
04-22-2020,102,154,146,161
04-23-2020,90,72,68,75
04-24-2020,99,130,123,136
04-25-2020,100,140,133,147
04-26-2020,88,60,57,63
