date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,16,15,16
04-14-2020,97,100,95,105
04-15-2020,96,96,91,100
04-16-2020,89,56,53,58
04-17-2020,82,16,15,16
04-18-2020,83,18,17,18
04-19-2020,107,160,152,168
04-20-2020,91,66,62,69
04-21-2020,92,72,68,75
04-22-2020,97,104,98,109
04-23-2020,104,140,133,147
04-24-2020,121,240,228,252
04-25-2020,90,64,60,67
04-26-2020,109,170,161,178
04-13-2020,80,4,3,4
04-14-2020,86,36,34,37
04-15-2020,93,80,76,84
04-16-2020,97,100,95,105
04-17-2020,82,12,11,12
04-18-2020,104,140,133,147
04-19-2020,104,144,136,151
04-20-2020,86,36,34,37
04-21-2020,110,180,171,189
04-22-2020,91,66,62,69
04-23-2020,92,72,68,75
04-24-2020,88,52,49,54
04-25-2020,123,252,239,264
04-26-2020,110,180,171,189
