date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,40,38,42
04-14-2020,83,50,47,52
04-15-2020,88,108,102,113
04-16-2020,81,14,13,14
04-17-2020,88,112,106,117
04-18-2020,92,162,153,170
04-19-2020,95,200,190,210
04-20-2020,88,110,104,115
04-21-2020,96,216,205,226
04-22-2020,87,104,98,109
04-23-2020,90,140,133,147
04-24-2020,100,270,256,283
04-25-2020,89,128,121,134
04-26-2020,90,136,129,142
04-13-2020,83,40,38,42
04-14-2020,80,12,11,12
04-15-2020,83,48,45,50
04-16-2020,84,60,57,63
04-17-2020,88,108,102,113
04-18-2020,82,28,26,29
04-19-2020,86,80,76,84
04-20-2020,84,54,51,56
04-21-2020,86,80,76,84
04-22-2020,88,110,104,115
04-23-2020,83,48,45,50
04-24-2020,81,26,24,27
04-25-2020,90,140,133,147
04-26-2020,91,150,142,157
