date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,40,38,42
04-14-2020,80,20,19,21
04-15-2020,80,36,34,37
04-16-2020,81,126,119,132
04-17-2020,81,128,121,134
04-18-2020,80,108,102,113
04-19-2020,80,20,19,21
04-20-2020,80,88,83,92
04-21-2020,81,144,136,151
04-22-2020,81,234,222,245
04-23-2020,80,56,53,58
04-24-2020,81,180,171,189
04-25-2020,81,160,152,168
04-26-2020,81,136,129,142
04-13-2020,80,24,22,25
04-14-2020,80,42,39,44
04-15-2020,80,32,30,33
04-16-2020,80,90,85,94
04-17-2020,80,36,34,37
04-18-2020,80,28,26,29
04-19-2020,80,16,15,16
04-20-2020,80,54,51,56
04-21-2020,81,160,152,168
04-22-2020,81,132,125,138
04-23-2020,80,120,114,126
04-24-2020,80,104,98,109
04-25-2020,81,224,212,235
04-26-2020,82,270,256,283
