date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,8,7,8
04-14-2020,97,80,76,84
04-15-2020,95,72,68,75
04-16-2020,107,126,119,132
04-17-2020,104,112,106,117
04-18-2020,91,54,51,56
04-19-2020,101,100,95,105
04-20-2020,99,88,83,92
04-21-2020,101,96,91,100
04-22-2020,119,182,172,191
04-23-2020,122,196,186,205
04-24-2020,93,60,57,63
04-25-2020,150,320,304,336
04-26-2020,109,136,129,142
04-13-2020,81,8,7,8
04-14-2020,87,36,34,37
04-15-2020,92,56,53,58
04-16-2020,90,50,47,52
04-17-2020,101,96,91,100
04-18-2020,86,28,26,29
04-19-2020,115,160,152,168
04-20-2020,91,54,51,56
04-21-2020,119,180,171,189
04-22-2020,123,198,188,207
04-23-2020,85,24,22,25
04-24-2020,102,104,98,109
04-25-2020,92,56,53,58
04-26-2020,132,240,228,252
