date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,90,72,68,75
04-14-2020,94,100,95,105
04-15-2020,85,36,34,37
04-16-2020,82,14,13,14
04-17-2020,86,48,45,50
04-18-2020,90,72,68,75
04-19-2020,91,80,76,84
04-20-2020,83,22,20,23
04-21-2020,97,120,114,126
04-22-2020,91,78,74,81
04-23-2020,104,168,159,176
04-24-2020,84,30,28,31
04-25-2020,84,32,30,33
04-26-2020,89,68,64,71
04-13-2020,83,24,22,25
04-14-2020,87,54,51,56
04-15-2020,83,24,22,25
04-16-2020,88,60,57,63
04-17-2020,83,24,22,25
04-18-2020,90,70,66,73
04-19-2020,96,112,106,117
04-20-2020,87,54,51,56
04-21-2020,100,140,133,147
04-22-2020,112,220,209,231
04-23-2020,90,72,68,75
04-24-2020,102,156,148,163
04-25-2020,96,112,106,117
04-26-2020,119,270,256,283
