date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,72,68,75
04-14-2020,83,90,85,94
04-15-2020,82,60,57,63
04-16-2020,80,14,13,14
04-17-2020,83,80,76,84
04-18-2020,84,108,102,113
04-19-2020,86,160,152,168
04-20-2020,81,44,41,46
04-21-2020,89,240,228,252
04-22-2020,81,26,24,27
04-23-2020,84,112,106,117
04-24-2020,82,60,57,63
04-25-2020,91,288,273,302
04-26-2020,88,204,193,214
04-13-2020,81,40,38,42
04-14-2020,81,36,34,37
04-15-2020,80,24,22,25
04-16-2020,82,60,57,63
04-17-2020,80,12,11,12
04-18-2020,81,42,39,44
04-19-2020,85,128,121,134
04-20-2020,81,36,34,37
04-21-2020,84,100,95,105
04-22-2020,84,110,104,115
04-23-2020,86,168,159,176
04-24-2020,86,156,148,163
04-25-2020,85,140,133,147
04-26-2020,84,120,114,126
