date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,87,56,53,58
04-14-2020,94,100,95,105
04-15-2020,93,96,91,100
04-16-2020,89,70,66,73
04-17-2020,102,160,152,168
04-18-2020,97,126,119,132
04-19-2020,105,180,171,189
04-20-2020,105,176,167,184
04-21-2020,93,96,91,100
04-22-2020,83,26,24,27
04-23-2020,107,196,186,205
04-24-2020,105,180,171,189
04-25-2020,102,160,152,168
04-26-2020,128,340,323,357
04-13-2020,80,4,3,4
04-14-2020,82,18,17,18
04-15-2020,83,24,22,25
04-16-2020,84,30,28,31
04-17-2020,93,96,91,100
04-18-2020,91,84,79,88
04-19-2020,102,160,152,168
04-20-2020,105,180,171,189
04-21-2020,88,60,57,63
04-22-2020,89,66,62,69
04-23-2020,100,144,136,151
04-24-2020,91,78,74,81
04-25-2020,119,280,266,294
04-26-2020,101,150,142,157
