date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,85,48,45,50
04-14-2020,81,10,9,10
04-15-2020,91,108,102,113
04-16-2020,90,98,93,102
04-17-2020,85,48,45,50
04-18-2020,81,18,17,18
04-19-2020,82,20,19,21
04-20-2020,91,110,104,115
04-21-2020,102,216,205,226
04-22-2020,93,130,123,136
04-23-2020,85,56,53,58
04-24-2020,95,150,142,157
04-25-2020,90,96,91,100
04-26-2020,115,340,323,357
04-13-2020,82,20,19,21
04-14-2020,85,48,45,50
04-15-2020,87,72,68,75
04-16-2020,85,50,47,52
04-17-2020,81,12,11,12
04-18-2020,90,98,93,102
04-19-2020,96,160,152,168
04-20-2020,83,36,34,37
04-21-2020,98,180,171,189
04-22-2020,100,198,188,207
04-23-2020,90,96,91,100
04-24-2020,88,78,74,81
04-25-2020,91,112,106,117
04-26-2020,86,60,57,63
