date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,8,7,8
04-14-2020,80,40,38,42
04-15-2020,80,24,22,25
04-16-2020,80,14,13,14
04-17-2020,81,64,60,67
04-18-2020,82,108,102,113
04-19-2020,81,60,57,63
04-20-2020,84,220,209,231
04-21-2020,80,48,45,50
04-22-2020,84,208,197,218
04-23-2020,85,252,239,264
04-24-2020,85,300,285,315
04-25-2020,82,128,121,134
04-26-2020,83,170,161,178
04-13-2020,80,8,7,8
04-14-2020,80,6,5,6
04-15-2020,81,72,68,75
04-16-2020,80,30,28,31
04-17-2020,81,84,79,88
04-18-2020,81,84,79,88
04-19-2020,81,96,91,100
04-20-2020,80,18,17,18
04-21-2020,83,180,171,189
04-22-2020,82,110,104,115
04-23-2020,80,24,22,25
04-24-2020,84,208,197,218
04-25-2020,85,280,266,294
04-26-2020,84,210,199,220
