date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,72,68,75
04-14-2020,80,10,9,10
04-15-2020,81,36,34,37
04-16-2020,83,98,93,102
04-17-2020,82,64,60,67
04-18-2020,81,36,34,37
04-19-2020,88,200,190,210
04-20-2020,88,220,209,231
04-21-2020,81,48,45,50
04-22-2020,86,156,148,163
04-23-2020,85,140,133,147
04-24-2020,87,180,171,189
04-25-2020,86,160,152,168
04-26-2020,81,34,32,35
04-13-2020,80,8,7,8
04-14-2020,81,36,34,37
04-15-2020,80,16,15,16
04-16-2020,83,90,85,94
04-17-2020,83,96,91,100
04-18-2020,81,28,26,29
04-19-2020,81,32,30,33
04-20-2020,82,54,51,56
04-21-2020,85,140,133,147
04-22-2020,83,88,83,92
04-23-2020,84,120,114,126
04-24-2020,83,78,74,81
04-25-2020,86,168,159,176
04-26-2020,86,150,142,157
