date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,40,38,42
04-14-2020,82,100,95,105
04-15-2020,82,96,91,100
04-16-2020,82,70,66,73
04-17-2020,83,112,106,117
04-18-2020,84,144,136,151
04-19-2020,83,120,114,126
04-20-2020,82,88,83,92
04-21-2020,82,96,91,100
04-22-2020,83,130,123,136
04-23-2020,80,28,26,29
04-24-2020,83,120,114,126
04-25-2020,84,160,152,168
04-26-2020,81,34,32,35
04-13-2020,80,24,22,25
04-14-2020,81,42,39,44
04-15-2020,81,48,45,50
04-16-2020,81,40,38,42
04-17-2020,81,60,57,63
04-18-2020,83,112,106,117
04-19-2020,81,48,45,50
04-20-2020,85,180,171,189
04-21-2020,81,60,57,63
04-22-2020,81,66,62,69
04-23-2020,81,48,45,50
04-24-2020,80,26,24,27
04-25-2020,86,224,212,235
04-26-2020,85,180,171,189
