date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,32,30,33
04-14-2020,85,80,76,84
04-15-2020,81,24,22,25
04-16-2020,87,112,106,117
04-17-2020,86,96,91,100
04-18-2020,83,54,51,56
04-19-2020,87,120,114,126
04-20-2020,93,198,188,207
04-21-2020,89,144,136,151
04-22-2020,81,26,24,27
04-23-2020,87,112,106,117
04-24-2020,93,210,199,220
04-25-2020,99,288,273,302
04-26-2020,84,68,64,71
04-13-2020,81,16,15,16
04-14-2020,83,48,45,50
04-15-2020,82,40,38,42
04-16-2020,85,80,76,84
04-17-2020,80,12,11,12
04-18-2020,83,56,53,58
04-19-2020,88,128,121,134
04-20-2020,81,18,17,18
04-21-2020,86,100,95,105
04-22-2020,85,88,83,92
04-23-2020,95,240,228,252
04-24-2020,81,26,24,27
04-25-2020,91,168,159,176
04-26-2020,93,210,199,220
