date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,40,38,42
04-14-2020,85,90,85,94
04-15-2020,84,72,68,75
04-16-2020,86,112,106,117
04-17-2020,81,32,30,33
04-18-2020,81,18,17,18
04-19-2020,82,40,38,42
04-20-2020,85,88,83,92
04-21-2020,94,240,228,252
04-22-2020,92,208,197,218
04-23-2020,83,56,53,58
04-24-2020,98,300,285,315
04-25-2020,85,96,91,100
04-26-2020,100,340,323,357
04-13-2020,82,40,38,42
04-14-2020,81,30,28,31
04-15-2020,83,56,53,58
04-16-2020,81,20,19,21
04-17-2020,85,96,91,100
04-18-2020,86,98,93,102
04-19-2020,81,32,30,33
04-20-2020,88,144,136,151
04-21-2020,81,20,19,21
04-22-2020,92,198,188,207
04-23-2020,85,96,91,100
04-24-2020,84,78,74,81
04-25-2020,86,112,106,117
04-26-2020,92,210,199,220
