date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,16,15,16
04-14-2020,81,70,66,73
04-15-2020,80,12,11,12
04-16-2020,81,70,66,73
04-17-2020,80,16,15,16
04-18-2020,82,108,102,113
04-19-2020,83,180,171,189
04-20-2020,82,110,104,115
04-21-2020,80,24,22,25
04-22-2020,80,52,49,54
04-23-2020,85,280,266,294
04-24-2020,80,30,28,31
04-25-2020,83,192,182,201
04-26-2020,85,272,258,285
04-13-2020,80,28,26,29
04-14-2020,80,36,34,37
04-15-2020,80,8,7,8
04-16-2020,81,60,57,63
04-17-2020,80,36,34,37
04-18-2020,81,70,66,73
04-19-2020,80,32,30,33
04-20-2020,81,54,51,56
04-21-2020,82,120,114,126
04-22-2020,83,176,167,184
04-23-2020,84,240,228,252
04-24-2020,80,52,49,54
04-25-2020,80,28,26,29
04-26-2020,83,180,171,189
