date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,24,22,25
04-14-2020,80,10,9,10
04-15-2020,80,72,68,75
04-16-2020,80,42,39,44
04-17-2020,80,80,76,84
04-18-2020,81,108,102,113
04-19-2020,80,40,38,42
04-20-2020,82,198,188,207
04-21-2020,81,144,136,151
04-22-2020,81,104,98,109
04-23-2020,82,196,186,205
04-24-2020,83,300,285,315
04-25-2020,81,128,121,134
04-26-2020,82,204,193,214
04-13-2020,80,36,34,37
04-14-2020,80,24,22,25
04-15-2020,80,8,7,8
04-16-2020,80,30,28,31
04-17-2020,80,72,68,75
04-18-2020,80,70,66,73
04-19-2020,80,16,15,16
04-20-2020,80,36,34,37
04-21-2020,80,80,76,84
04-22-2020,80,22,20,23
04-23-2020,81,96,91,100
04-24-2020,81,104,98,109
04-25-2020,82,196,186,205
04-26-2020,81,150,142,157
