date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,16,15,16
04-14-2020,82,60,57,63
04-15-2020,82,72,68,75
04-16-2020,82,56,53,58
04-17-2020,83,96,91,100
04-18-2020,81,54,51,56
04-19-2020,81,40,38,42
04-20-2020,82,66,62,69
04-21-2020,86,168,159,176
04-22-2020,81,52,49,54
04-23-2020,87,196,186,205
04-24-2020,82,60,57,63
04-25-2020,91,320,304,336
04-26-2020,81,34,32,35
04-13-2020,81,32,30,33
04-14-2020,81,36,34,37
04-15-2020,80,16,15,16
04-16-2020,83,90,85,94
04-17-2020,83,96,91,100
04-18-2020,82,70,66,73
04-19-2020,85,160,152,168
04-20-2020,81,54,51,56
04-21-2020,83,100,95,105
04-22-2020,87,220,209,231
04-23-2020,82,72,68,75
04-24-2020,86,182,172,191
04-25-2020,89,252,239,264
04-26-2020,89,270,256,283
