date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,72,68,75
04-14-2020,82,50,47,52
04-15-2020,85,120,114,126
04-16-2020,82,42,39,44
04-17-2020,82,48,45,50
04-18-2020,83,72,68,75
04-19-2020,87,160,152,168
04-20-2020,88,176,167,184
04-21-2020,88,168,159,176
04-22-2020,89,182,172,191
04-23-2020,81,28,26,29
04-24-2020,90,210,199,220
04-25-2020,91,224,212,235
04-26-2020,81,34,32,35
04-13-2020,80,8,7,8
04-14-2020,80,12,11,12
04-15-2020,81,24,22,25
04-16-2020,84,100,95,105
04-17-2020,85,108,102,113
04-18-2020,85,112,106,117
04-19-2020,83,64,60,67
04-20-2020,88,180,171,189
04-21-2020,80,20,19,21
04-22-2020,87,154,146,161
04-23-2020,83,72,68,75
04-24-2020,83,78,74,81
04-25-2020,89,196,186,205
04-26-2020,91,240,228,252
