date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,84,80,76,84
04-14-2020,83,70,66,73
04-15-2020,82,48,45,50
04-16-2020,83,70,66,73
04-17-2020,84,80,76,84
04-18-2020,83,72,68,75
04-19-2020,82,40,38,42
04-20-2020,88,176,167,184
04-21-2020,88,168,159,176
04-22-2020,86,130,123,136
04-23-2020,88,168,159,176
04-24-2020,84,90,85,94
04-25-2020,96,320,304,336
04-26-2020,83,68,64,71
04-13-2020,81,20,19,21
04-14-2020,81,24,22,25
04-15-2020,82,40,38,42
04-16-2020,83,60,57,63
04-17-2020,81,24,22,25
04-18-2020,87,140,133,147
04-19-2020,86,128,121,134
04-20-2020,85,108,102,113
04-21-2020,82,40,38,42
04-22-2020,91,220,209,231
04-23-2020,89,192,182,201
04-24-2020,89,182,172,191
04-25-2020,94,280,266,294
04-26-2020,90,210,199,220
