date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,24,22,25
04-14-2020,81,10,9,10
04-15-2020,88,60,57,63
04-16-2020,98,140,133,147
04-17-2020,90,80,76,84
04-18-2020,94,108,102,113
04-19-2020,101,160,152,168
04-20-2020,94,110,104,115
04-21-2020,86,48,45,50
04-22-2020,111,234,222,245
04-23-2020,114,252,239,264
04-24-2020,92,90,85,94
04-25-2020,101,160,152,168
04-26-2020,89,68,64,71
04-13-2020,85,40,38,42
04-14-2020,84,36,34,37
04-15-2020,84,32,30,33
04-16-2020,90,80,76,84
04-17-2020,83,24,22,25
04-18-2020,91,84,79,88
04-19-2020,101,160,152,168
04-20-2020,104,180,171,189
04-21-2020,88,60,57,63
04-22-2020,91,88,83,92
04-23-2020,96,120,114,126
04-24-2020,108,208,197,218
04-25-2020,91,84,79,88
04-26-2020,104,180,171,189
