date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,16,15,16
04-14-2020,81,30,28,31
04-15-2020,83,84,79,88
04-16-2020,83,98,93,102
04-17-2020,84,112,106,117
04-18-2020,83,90,85,94
04-19-2020,83,80,76,84
04-20-2020,85,154,146,161
04-21-2020,82,72,68,75
04-22-2020,81,26,24,27
04-23-2020,89,252,239,264
04-24-2020,88,210,199,220
04-25-2020,88,224,212,235
04-26-2020,91,306,290,321
04-13-2020,80,8,7,8
04-14-2020,82,60,57,63
04-15-2020,80,8,7,8
04-16-2020,80,10,9,10
04-17-2020,83,84,79,88
04-18-2020,85,140,133,147
04-19-2020,83,96,91,100
04-20-2020,81,36,34,37
04-21-2020,85,140,133,147
04-22-2020,83,88,83,92
04-23-2020,84,120,114,126
04-24-2020,85,130,123,136
04-25-2020,86,168,159,176
04-26-2020,86,180,171,189
