date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,64,60,67
04-14-2020,81,30,28,31
04-15-2020,81,48,45,50
04-16-2020,84,126,119,132
04-17-2020,81,32,30,33
04-18-2020,81,54,51,56
04-19-2020,86,200,190,210
04-20-2020,80,22,20,23
04-21-2020,88,240,228,252
04-22-2020,80,26,24,27
04-23-2020,80,28,26,29
04-24-2020,88,240,228,252
04-25-2020,87,224,212,235
04-26-2020,88,238,226,249
04-13-2020,80,24,22,25
04-14-2020,81,54,51,56
04-15-2020,82,80,76,84
04-16-2020,82,80,76,84
04-17-2020,84,120,114,126
04-18-2020,81,42,39,44
04-19-2020,81,48,45,50
04-20-2020,85,162,153,170
04-21-2020,82,80,76,84
04-22-2020,81,44,41,46
04-23-2020,84,120,114,126
04-24-2020,86,182,172,191
04-25-2020,89,280,266,294
04-26-2020,87,210,199,220
