date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,86,80,76,84
04-14-2020,80,10,9,10
04-15-2020,81,24,22,25
04-16-2020,86,84,79,88
04-17-2020,87,96,91,100
04-18-2020,88,108,102,113
04-19-2020,92,160,152,168
04-20-2020,97,220,209,231
04-21-2020,93,168,159,176
04-22-2020,84,52,49,54
04-23-2020,99,252,239,264
04-24-2020,91,150,142,157
04-25-2020,97,224,212,235
04-26-2020,85,68,64,71
04-13-2020,81,16,15,16
04-14-2020,80,6,5,6
04-15-2020,80,8,7,8
04-16-2020,80,10,9,10
04-17-2020,87,96,91,100
04-18-2020,87,98,93,102
04-19-2020,88,112,106,117
04-20-2020,89,126,119,132
04-21-2020,90,140,133,147
04-22-2020,90,132,125,138
04-23-2020,85,72,68,75
04-24-2020,94,182,172,191
04-25-2020,101,280,266,294
04-26-2020,91,150,142,157
