date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,72,68,75
04-14-2020,83,90,85,94
04-15-2020,81,48,45,50
04-16-2020,85,126,119,132
04-17-2020,81,32,30,33
04-18-2020,82,72,68,75
04-19-2020,83,80,76,84
04-20-2020,86,154,146,161
04-21-2020,81,48,45,50
04-22-2020,90,260,247,273
04-23-2020,81,28,26,29
04-24-2020,83,90,85,94
04-25-2020,93,320,304,336
04-26-2020,87,170,161,178
04-13-2020,80,12,11,12
04-14-2020,81,36,34,37
04-15-2020,80,24,22,25
04-16-2020,81,40,38,42
04-17-2020,83,96,91,100
04-18-2020,83,84,79,88
04-19-2020,84,112,106,117
04-20-2020,87,180,171,189
04-21-2020,84,120,114,126
04-22-2020,81,44,41,46
04-23-2020,85,144,136,151
04-24-2020,83,78,74,81
04-25-2020,82,56,53,58
04-26-2020,81,30,28,31
