date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,16,15,16
04-14-2020,81,40,38,42
04-15-2020,81,36,34,37
04-16-2020,86,126,119,132
04-17-2020,86,128,121,134
04-18-2020,82,54,51,56
04-19-2020,81,40,38,42
04-20-2020,81,22,20,23
04-21-2020,89,192,182,201
04-22-2020,83,78,74,81
04-23-2020,86,140,133,147
04-24-2020,90,210,199,220
04-25-2020,81,32,30,33
04-26-2020,86,136,129,142
04-13-2020,80,12,11,12
04-14-2020,82,54,51,56
04-15-2020,81,24,22,25
04-16-2020,81,30,28,31
04-17-2020,80,12,11,12
04-18-2020,83,70,66,73
04-19-2020,83,80,76,84
04-20-2020,88,180,171,189
04-21-2020,83,80,76,84
04-22-2020,86,132,125,138
04-23-2020,84,96,91,100
04-24-2020,85,104,98,109
04-25-2020,93,280,266,294
04-26-2020,90,210,199,220
