date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,48,45,50
04-14-2020,80,40,38,42
04-15-2020,80,24,22,25
04-16-2020,81,98,93,102
04-17-2020,80,32,30,33
04-18-2020,80,18,17,18
04-19-2020,80,20,19,21
04-20-2020,84,220,209,231
04-21-2020,82,144,136,151
04-22-2020,82,130,123,136
04-23-2020,81,56,53,58
04-24-2020,84,210,199,220
04-25-2020,86,320,304,336
04-26-2020,82,102,96,107
04-13-2020,80,36,34,37
04-14-2020,81,60,57,63
04-15-2020,81,64,60,67
04-16-2020,80,10,9,10
04-17-2020,81,72,68,75
04-18-2020,82,126,119,132
04-19-2020,81,80,76,84
04-20-2020,83,180,171,189
04-21-2020,84,200,190,210
04-22-2020,80,22,20,23
04-23-2020,84,216,205,226
04-24-2020,84,234,222,245
04-25-2020,84,224,212,235
04-26-2020,81,60,57,63
