date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,85,56,53,58
04-14-2020,85,60,57,63
04-15-2020,81,12,11,12
04-16-2020,92,126,119,132
04-17-2020,81,16,15,16
04-18-2020,83,36,34,37
04-19-2020,93,140,133,147
04-20-2020,99,198,188,207
04-21-2020,91,120,114,126
04-22-2020,100,208,197,218
04-23-2020,96,168,159,176
04-24-2020,108,300,285,315
04-25-2020,107,288,273,302
04-26-2020,99,204,193,214
04-13-2020,83,36,34,37
04-14-2020,83,36,34,37
04-15-2020,87,80,76,84
04-16-2020,83,40,38,42
04-17-2020,81,12,11,12
04-18-2020,85,56,53,58
04-19-2020,93,144,136,151
04-20-2020,97,180,171,189
04-21-2020,95,160,152,168
04-22-2020,94,154,146,161
04-23-2020,86,72,68,75
04-24-2020,92,130,123,136
04-25-2020,90,112,106,117
04-26-2020,94,150,142,157
