date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,80,76,84
04-14-2020,81,30,28,31
04-15-2020,82,48,45,50
04-16-2020,81,42,39,44
04-17-2020,82,64,60,67
04-18-2020,83,72,68,75
04-19-2020,88,180,171,189
04-20-2020,86,154,146,161
04-21-2020,89,216,205,226
04-22-2020,81,26,24,27
04-23-2020,86,140,133,147
04-24-2020,86,150,142,157
04-25-2020,84,96,91,100
04-26-2020,90,238,226,249
04-13-2020,81,24,22,25
04-14-2020,82,60,57,63
04-15-2020,82,56,53,58
04-16-2020,84,90,85,94
04-17-2020,82,48,45,50
04-18-2020,82,56,53,58
04-19-2020,80,16,15,16
04-20-2020,83,72,68,75
04-21-2020,86,140,133,147
04-22-2020,80,22,20,23
04-23-2020,82,48,45,50
04-24-2020,88,182,172,191
04-25-2020,83,84,79,88
04-26-2020,81,30,28,31
