date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,85,48,45,50
04-14-2020,89,80,76,84
04-15-2020,89,84,79,88
04-16-2020,88,70,66,73
04-17-2020,81,16,15,16
04-18-2020,92,108,102,113
04-19-2020,89,80,76,84
04-20-2020,87,66,62,69
04-21-2020,85,48,45,50
04-22-2020,89,78,74,81
04-23-2020,109,252,239,264
04-24-2020,83,30,28,31
04-25-2020,105,224,212,235
04-26-2020,107,238,226,249
04-13-2020,83,32,30,33
04-14-2020,84,42,39,44
04-15-2020,81,16,15,16
04-16-2020,89,80,76,84
04-17-2020,84,36,34,37
04-18-2020,84,42,39,44
04-19-2020,87,64,60,67
04-20-2020,82,18,17,18
04-21-2020,82,20,19,21
04-22-2020,102,198,188,207
04-23-2020,99,168,159,176
04-24-2020,83,26,24,27
04-25-2020,92,112,106,117
04-26-2020,104,210,199,220
