date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,86,32,30,33
04-14-2020,83,20,19,21
04-15-2020,87,36,34,37
04-16-2020,102,112,106,117
04-17-2020,95,80,76,84
04-18-2020,112,162,153,170
04-19-2020,87,40,38,42
04-20-2020,97,88,83,92
04-21-2020,118,192,182,201
04-22-2020,95,78,74,81
04-23-2020,85,28,26,29
04-24-2020,139,300,285,315
04-25-2020,124,224,212,235
04-26-2020,127,238,226,249
04-13-2020,84,24,22,25
04-14-2020,84,24,22,25
04-15-2020,92,64,60,67
04-16-2020,87,40,38,42
04-17-2020,91,60,57,63
04-18-2020,102,112,106,117
04-19-2020,92,64,60,67
04-20-2020,115,180,171,189
04-21-2020,107,140,133,147
04-22-2020,119,198,188,207
04-23-2020,118,192,182,201
04-24-2020,110,156,148,163
04-25-2020,85,28,26,29
04-26-2020,91,60,57,63
