date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,16,15,16
04-14-2020,84,40,38,42
04-15-2020,91,108,102,113
04-16-2020,89,84,79,88
04-17-2020,81,16,15,16
04-18-2020,93,126,119,132
04-19-2020,88,80,76,84
04-20-2020,98,176,167,184
04-21-2020,103,216,205,226
04-22-2020,93,130,123,136
04-23-2020,89,84,79,88
04-24-2020,99,180,171,189
04-25-2020,114,320,304,336
04-26-2020,83,34,32,35
04-13-2020,82,20,19,21
04-14-2020,85,54,51,56
04-15-2020,88,80,76,84
04-16-2020,83,30,28,31
04-17-2020,86,60,57,63
04-18-2020,86,56,53,58
04-19-2020,88,80,76,84
04-20-2020,99,180,171,189
04-21-2020,90,100,95,105
04-22-2020,98,176,167,184
04-23-2020,103,216,205,226
04-24-2020,99,182,172,191
04-25-2020,92,112,106,117
04-26-2020,112,300,285,315
