date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,32,30,33
04-14-2020,81,30,28,31
04-15-2020,81,48,45,50
04-16-2020,84,126,119,132
04-17-2020,85,144,136,151
04-18-2020,86,162,153,170
04-19-2020,83,80,76,84
04-20-2020,85,154,146,161
04-21-2020,85,144,136,151
04-22-2020,85,130,123,136
04-23-2020,89,252,239,264
04-24-2020,91,300,285,315
04-25-2020,83,96,91,100
04-26-2020,83,102,96,107
04-13-2020,80,4,3,4
04-14-2020,80,6,5,6
04-15-2020,80,16,15,16
04-16-2020,83,80,76,84
04-17-2020,81,36,34,37
04-18-2020,85,140,133,147
04-19-2020,84,112,106,117
04-20-2020,80,18,17,18
04-21-2020,83,100,95,105
04-22-2020,85,154,146,161
04-23-2020,83,96,91,100
04-24-2020,88,208,197,218
04-25-2020,83,84,79,88
04-26-2020,90,270,256,283
